,기업명,주소,직급,기술스택,자격요건,우대사항,url,기업url,업종분류,사원수,연혁,기업형태,매출액,홈페이지,평균연봉
45,부릉,"서울특별시 강남구 체헤란로 418, 11,12,13층(대치동, 다봉빌딩)",3 ~ 7년,"['Python', 'Java', 'AWS S3', 'Apache Kafka', 'AWS DynamoDB', 'Apache Spark', 'Apache Airflow', 'Pandas', 'AWS EMR', 'Jupyter', 'PyTorch', 'AWS Kinesis', 'AWS SageMaker', 'GitHub', 'Bamboo']","['- 빅데이터/실시간 데이터 처리(Hadoop, Hive, Spark, Kafka 등) 경력 3년 이상 있으신 분', '- 데이터 인프라 운영(RDB, DynamoDB, Spark, ElasticSearch 등) 경험 3년 이상 있으신 분', '- 데이터를 기반으로 한 서비스 운영 경험 3년 이상 있으신 분', '- 빅데이터에 대한 알고리즘 작성 및 코딩 능력을 보유하신 분', '- 프로그래밍 언어로 Java 와 Python 중 하나는 필수로 익숙하신 분']","['- 빠른 결정과 개발 프로세스에 익숙하신 분', '- AWS 인프라 운영 경험자', '- AWS 데이터 처리 서비스 개발/운영 경험이 있는 분', '- AWS 등의 Data Service에 대해 Cost 최적화 경험이 있으신 분', '- 통계 및 AI에 대한 이해 및 높은 관심이 있는 분', '- Data Lake 및 Warehouse를 기반으로 한 데이터 분석툴 개발을 경험하신 분', '- 데이터 보안 및 암호화 경험이 있는 분']",https://career.programmers.co.kr/job_positions/12034,http://www.meshkorea.net/,중고 자동차 판매업,1,5년 (2019년 설립),기타 법인,-,-,-
46,뽀득,"서울 강남구 테헤란로87길 33, (삼성동)",2 ~ 5년,"['AWS RDS', 'AWS EC2']","['웹 프론트엔드 개발(Front-end) 경력 2년 이상', 'Javascript에 대해 깊은 이해를 가지신 분', 'React를 이용한 어플리케이션 개발 경험', '(혹은 이 외 프론트엔드 프레임워크를 통한 개발 경험이 있으신 분)', '컴퓨터공학 전공 혹은 그에 준하는 전공 및 지식을 보유하신 분']","['Back-End 개발자와의 원활한 커뮤니케이션', '웹사이트 성능 측정 및 최적화 경험이 있으신 분', '비즈니스 임팩트 관점으로 업무 우선순위를 판단할 수 있는 분']",https://career.programmers.co.kr/job_positions/18299,https://www.bbodek.com/Index,통신 판매업,235,7년 (2017년 설립),기타 법인,"31억 4,756만",-,"3,751만"
47,카비,"서울 금천구 벚꽃로 244, (가산동) 벽산디지털밸리 5차 301호",7 ~ 15년,"['AWS API Gateway', 'Python', 'REST API', 'AWS Lambda', 'AWS DynamoDB', 'MongoDB', 'JavaScript', 'C', 'C++']","['· AWS 기반 Back-end 개발 경력 7년 이상', '· 언어 : Python', '· AWS Lambda, Dynamo DB, Mongo DB', '· 헙업 및 유연한 커뮤니케이션 스킬 보유자']","['· 모빌리티 플랫폼 서버 구축 경험자', '· 교통 관련 산업 종사 경력자', '· 컴퓨터 공학 등 관련 전공 석사 학위 보유자']",https://career.programmers.co.kr/job_positions/10700,http://carvi.co.kr/,기타 전자 부품 제조업,29,14년 (2010년 설립),주식회사,"5,932만",-,"4,500만"
48,리걸테크,"서울 성동구 성수일로 77, (성수동1가) 1104, 1113호",3 ~ 5년,"['Python', 'Django', 'AWS EC2']","['웹서비스 개발 3년 이상 유 경험자', 'Python, DJango를 기반으로 한 웹서비스 개발 유 경험자']","['일본어 가능', '블록체인 기본 지식 보유']",https://career.programmers.co.kr/job_positions/18876,https://legaltech.co.kr/,시스템ㆍ응용 소프트웨어 개발 및 공급업,32,9년 (2015년 설립),주식회사,-,-,"5,145만"
49,코넥시오에이치,"서울 강남구 강남대로 388, (역삼동) 15층",경력 무관,"['SQL', 'Python', 'Node.js', 'AWS EC2', 'Git', 'JavaScript']","['이공계 석사 이상의 학위를 취득하신 분', ': 졸업예정자도 지원 가능하나, 졸업증 취득 후 병무청에 편입 신청을 할 수 있습니다. 병무청에서는 편입 인원을 선착순으로 제한하고 있으므로, 졸업자부터 우선하여 신청됩니다.', '따라서, 예정자도 졸업증 취득 후 편입신청은 가능하나, 선착순 마감이 되었을 경우 2023년 편입은 불가할 수 있으나, 그러한 경우 올 12월에 2024년 T/O를 받아서 편입 신청이 가능한 점 참조 부탁드립니다.']","['금융, 통계, 빅데이터 관련 연구 실적이 있으신 분', '데이터, 핀테크 산업 종사 경험자', '스스로 문제를 파악하고 가설을 제기하고 실험을 통해 검증하는 것을 좋아하는 분']",https://career.programmers.co.kr/job_positions/18881,https://www.connexioh.net/,시스템ㆍ응용 소프트웨어 개발 및 공급업,8,3년 (2021년 설립),주식회사,-,-,"4,799만"
50,에이치디현대,"경기 성남시 분당구 분당수서로 477, (정자동), 16층",5 ~ 10년,"['Vue.js', 'ExpressJS', 'Spring Boot', 'TypeScript', 'Node.js', 'AWS EC2', 'AWS S3', 'AWS Lambda', 'AWS RDS', 'NestJS', 'Nuxt.js']","['웹 서비스 개발 및 운영 경력 5년 이상 리드급 개발자', '나이, 성별 무관']","['Cloud 서비스 이용 웹서비스 및 REST API Architecture 설계 / 운영 경력', 'Junit 등을 이용한 테스트 코드 작성 경험', 'JPA Hibernate, Sequelize 등 ORM 사용 및 도메인 모델링 경험', 'Docker, Kubernates 클러스터 구출과 운영 경험', 'SPA, 또는 SSR (Next, Nuxt), Typescript 기반 서비스 개발 경험 및 Back-End 및 DevOps 개발 경력']",https://career.programmers.co.kr/job_positions/18662,https://www.hyundai-gs.com/,산업용 로봇 제조업,54,7년 (2017년 설립),주식회사,-,-,"1억 5,080만"
51,더블다운인터액티브,"서울특별시 강남구 테헤란로 152, 13층 (역삼동, 강남파이낸스센터)",3 ~ 8년,"['Java', 'Docker', 'Git', 'MySQL', 'NoSQL', 'Spring', 'Spring Boot', 'SQL', 'JPA(Java Persistent API)', 'MyBatis', 'AWS DynamoDB']","['Java BackEnd 개발 3년 이상', 'Spring, Mysql(Aurora), Rest API, Redis 등 관련 기술에 대한 이해 보유자', '리눅스 시스템에 대한 기본적인 지식 보유자', '게임 기획 요구사항을 UML 기반 설계 가능자.']",[''],https://career.programmers.co.kr/job_positions/18598,http://www.doubledowninteractive.co.kr/,그 외 기타 정보 서비스업,174,16년 (2008년 설립),주식회사,"257억 1,696만",-,"7,900만"
52,에디트콜렉티브,"서울 강남구 삼성로 507, (삼성동) 제이에스타워 2층",3 ~ 15년,"['Django', 'AWS EC2', 'AWS RDS', 'Elasticsearch']","['Python을 활용한 프로젝트 경험', '1개 이상의 개발 분야에 대한 높은 이해도', '주어진 시간 내에 자신이 의도한 수준의 결과물 도출이 가능하신 분', '목적에 맞는 논리적인 기획력과 원활한 커뮤니케이션이 가능한 분', '스스로 문제를 찾고 해결방안을 제시하는 주도적인 분']","['GIS,3D 데이터 처리 경험', '지오메트리 연산 경험', 'AWS 등 클라우드 서비스 경험', '팀 리드 경험', 'React.js 혹은 Django 기반 프로젝트 경험', '스스로 학습할 수 있는 분', '스타트업 창업 혹은 초기 멤버로 일해본 경험']",https://career.programmers.co.kr/job_positions/18477,https://flexity.app/,시스템ㆍ응용 소프트웨어 개발 및 공급업,12,6년 (2018년 설립),주식회사,842만,-,"5,254만"
53,제이앤피메디,"인천 연수구 컨벤시아대로 165, (송도동) , 31층",1 ~ 5년,"['ReactJS', 'TypeScript', 'JSX', 'Sass(SCSS)', 'CI/CD', 'GitHub Actions', 'Node.js', 'MySQL', 'AWS CloudFront', 'AWS CloudWatch', 'AWS DynamoDB', 'AWS EC2']","['웹 서비스 개발 경력이 1년 이상인 분 또는 그에 상응하는 경험이 있는 분', '스타트업 조직 문화 경험이 있거나, 새롭게 만들어가는 과정에 거리낌 없이 도전적인 분', '(BE) 한가지 언어 이상으로 웹서비스를 주도적으로 설계하고 개발 할 수 있는 분', '(FE) 한가지 이상의 Framework에 대해서 동작 방식을 이해하고 설명할 수 있는 분']","['(BE) 대규모 웹 서비스 설계 및 개발 경험이 있는 분', '(FE) 반응형웹, 웹 표준을 고려한 UI 개발 경험이 있는 분', '서비스를 주도적으로 개선하는 일을 좋아하는 분', '임상시험 관련 도메인 지식이 있는 분']",https://career.programmers.co.kr/job_positions/17872,https://www.jnpmedi.com/,시스템ㆍ응용 소프트웨어 개발 및 공급업,27,4년 (2020년 설립),기타 법인,"9,797만",-,"5,932만"
54,제이앤피메디,"인천 연수구 컨벤시아대로 165, (송도동) , 31층",1 ~ 5년,"['Node.js', 'TypeScript', 'MySQL', 'CI/CD', 'GitHub Actions', 'AWS CloudFront', 'AWS CloudWatch', 'AWS DynamoDB', 'AWS EC2']","['웹 서비스 개발 경력이 1년 이상인 분 또는 그에 상응하는 경험이 있는 분', '한가지 언어 이상으로 웹서비스를 주도적으로 설계하고 개발 할 수 있는 분', '스타트업 조직 문화 경험이 있거나, 새롭게 만들어가는 과정에 거리낌 없이 도전적인 분']","['대규모 웹 서비스 설계 및 개발 경험이 있는 분', '서비스를 주도적으로 개선하는 일을 좋아하는 분', '임상시험 관련 도메인 지식이 있는 분']",https://career.programmers.co.kr/job_positions/17871,https://www.jnpmedi.com/,시스템ㆍ응용 소프트웨어 개발 및 공급업,27,4년 (2020년 설립),기타 법인,"9,797만",-,"5,932만"
55,제이앤피메디,"인천 연수구 컨벤시아대로 165, (송도동) , 31층",5 ~ 30년,"['ReactJS', 'TypeScript', 'JSX', 'Sass(SCSS)', 'CI/CD', 'GitHub Actions', 'Node.js', 'MySQL', 'AWS CloudFront', 'AWS CloudWatch', 'AWS DynamoDB', 'AWS EC2']","['웹 서비스 개발 경력이 5년 이상인 분 또는 그에 상응하는 경험이 있는 분', '컴퓨터공학 전공 혹은 그에 상응하는 지식을 보유한 분', '스타트업 조직 문화 경험이 있거나, 새롭게 만들어가는 과정에 거리낌 없이 도전적인 분', 'MSA(Micro Service Architecture)에 대해 설계, 개발해 본 경험이 있는 분', '한가지 이상의 Framework에 대해서 동작 방식을 깊이있게 이해하고 설명할 수 있는 분', '한가지 언어 이상의 언어에 대해서 전문성을 보유한 분']","['대규모 웹 서비스 설계 및 개발 경험이 있는 분', '반응형웹, 웹 표준을 고려한 UI 개발 경험이 있는 분', '서비스를 주도적으로 개선하는 일을 좋아하는 분', '임상시험 관련 도메인 지식이 있는 분']",https://career.programmers.co.kr/job_positions/17869,https://www.jnpmedi.com/,시스템ㆍ응용 소프트웨어 개발 및 공급업,27,4년 (2020년 설립),기타 법인,"9,797만",-,"5,932만"
56,제이앤피메디,"인천 연수구 컨벤시아대로 165, (송도동) , 31층",5 ~ 30년,"['Node.js', 'TypeScript', 'MySQL', 'AWS CloudFront', 'AWS CloudWatch', 'AWS DynamoDB', 'AWS EC2', 'CI/CD', 'GitHub Actions']","['웹 서비스 개발 경력이 5년 이상인 분 또는 그에 상응하는 경험이 있는 분', '컴퓨터공학 전공 혹은 그에 상응하는 지식을 보유한 분', '스타트업 조직 문화 경험이 있거나, 새롭게 만들어가는 과정에 거리낌 없이 도전적인 분', 'MSA(Micro Service Architecture)에 대해 설계, 개발해 본 경험이 있는 분', '한가지 이상의 Framework에 대해서 동작 방식을 깊이있게 이해하고 설명할 수 있는 분', 'Typescript(javascript) 대해서 전문성을 보유한 분']","['대규모 웹 서비스 설계 및 개발 경험이 있는 분', '서비스를 주도적으로 개선하는 일을 좋아하는 분', '임상시험 관련 도메인 지식이 있는 분']",https://career.programmers.co.kr/job_positions/17868,https://www.jnpmedi.com/,시스템ㆍ응용 소프트웨어 개발 및 공급업,27,4년 (2020년 설립),기타 법인,"9,797만",-,"5,932만"
57,잉글리시에그,"서울 서초구 동작대로 212, (방배동)",3 ~ 6년,"['JavaScript', 'MySQL', 'Node.js', 'PHP', 'AWS EC2', 'Linux', 'flutter']","['Flutter 개발 경력 3년 이상', 'Legacy PHP,Lalavel 웹 개발 경험자', 'AWS 등 클라우드 개발 환경 경험자']","['React 개발 경험', 'Restful API 경험자', '다양한 기술 스택 관심이 많은 분', '원활한 커뮤니케이션 가능한 분']",https://career.programmers.co.kr/job_positions/17863,http://www.englishegg.co.kr/,서적 및 문구용품 소매업,65,15년 (2009년 설립),주식회사,"185억 7,483만",-,"3,774만"
58,씨앤에이아이,서울시 서초구 서리풀길 29-9,3 ~ 10년,"['Django', 'Python', 'Spring', 'Docker', 'JavaScript', 'TypeScript', 'Node.js', 'Flask', 'GitLab', 'Zeplin', 'OOP', 'AWS EC2']",['자신의 경험을 공유하면서 주니어 개발자들을 육성는데 관심이 있는 분'],['AWS와 같은 서비스 호스팅 경험이 있으신 분'],https://career.programmers.co.kr/job_positions/17665,https://cnai.ai/home,시스템ㆍ응용 소프트웨어 개발 및 공급업,21,5년 (2019년 설립),기타 법인,"12억 2,573만",-,"4,641만"
59,인그래디언트,"서울 서초구 사평대로55길 33, (반포동) 203호",7 ~ 10년,"['TypeScript', 'ReactJS', 'Storybook', 'Node.js', 'MySQL', 'TypeORM', 'REST API', 'Docker', 'Python', 'CI/CD', 'Selenium', 'GitHub', 'AWS CloudFront', 'AWS S3', 'AWS EC2', 'AWS ElasticBeanstalk', 'AWS Route 53', 'AWS RDS', 'AWS Lambda', 'AWS Certificate Manager', 'Kubernetes']","['웹(앱) 개발 경력 7년 이상(개발팀 리더 경력 2년 이상 포함) 또는 그에 준하는 역량을 갖추신 분', 'Typescript, React 및 한 가지 이상의 Backend 기술 개발과 DB 성능 튜닝 경험이 있으신 분', '요구사항을 파악하여 데이터 모델과 시스템을 설계한 경험이 있으신 분', '프로젝트 초기 구축부터 배포까지의 A-Z 경험이 있으신 분', '문제 해결 관점의 접근 방식에 능숙하고 분석적이며 논리적 사고를 즐기시는 분']","['영어 소통이 가능하신 분', 'AI 관련 스타트업에서 개발팀을 리드해본 경험이 있으신 분', 'RDBMS를 이용한 개발 또는 운영 경험이 있으신 분', '컴퓨터공학 또는 AI 관련 전공 혹은 그에 준하는 전공 및 지식 보유자', '대용량 트래픽 처리를 경험해본 적이 있으신 분', '실시간 데이터 처리/분석 경험이 있으신 분', '애자일 관련 개발 방법론에 대한 경험이 있으신 분', '클라우드 환경에서 일한 경험이 있으신 분', 'B2B 상용 서비스 플랫폼을 개발 경험이 있는 분']",https://career.programmers.co.kr/job_positions/16973,https://www.ingradient.ai/kr/index.php,시스템ㆍ응용 소프트웨어 개발 및 공급업,19,4년 (2020년 설립),주식회사,"2억 5,621만",-,"5,852만"
60,에이에프아이,"서울 성동구 아차산로 17, (성수동1가) 서울숲엘타워 1301호",3 ~ 12년,"['Unity', 'Unreal Engine', 'C#', 'AWS EC2', 'AWS DynamoDB', 'AWS ECS', 'AWS Lambda']","['Unity(C#) 게임 프로그래밍 경력이 3년 이상이신 분이 필요합니다.', '(또는) SDK 개발 경험이 3년 이상이신 분이 필요합니다.', 'C#을 능숙하게 활용하실 수 있는 분이 필요합니다.', '기술 문서 작성이 가능하신 분이 필요합니다.', '힘들었던 개발 경험에 대해 회고가 익숙하며, 남을 도와주는 것에 보람을 느끼는 분을 찾습니다.']","['게임을 좋아하고 게임 산업에 호기심이 있는 분은 저희와 문화적으로 맞을 가능성이 높습니다.', '서버에 대한 이해가 있으신 분을 우대합니다.', '네트워크 게임 출시 경험이 있으신 분을 우대합니다.']",https://career.programmers.co.kr/job_positions/16572,https://www.afidev.com/,포털 및 기타 인터넷 정보 매개 서비스업,14,7년 (2017년 설립),주식회사,"3억 7,352만",-,"5,281만"
61,티웨이브,"서울 강남구 삼성로85길 26, (대치동) V&S빌딩 7층",7 ~ 13년,"['Java', 'Jenkins', 'MySQL', 'Spring Boot', 'Spring Data JPA', 'MyBatis', 'GitLab', 'AWS EC2']",['* 기술스택 확인  : https://www.codenary.co.kr/company/detail/14580 참고'],[''],https://career.programmers.co.kr/job_positions/16143,https://www.twave.co.kr/,시스템ㆍ응용 소프트웨어 개발 및 공급업,2,8년 (2016년 설립),주식회사,"12억 3,860만",-,-
62,넛지헬스케어,"대한민국 서울특별시 강남구 역삼로1길 8, 평익빌딩",3 ~ 4년,"['AWS CloudFront', 'AWS CloudWatch', 'REST API', 'Node.js', 'AWS DynamoDB', 'AWS S3', 'NoSQL', 'Java', 'TypeScript', 'C', 'C++', 'Python', 'R']","['백엔드 개발 경력 3년 이상이신 분', 'Node.js로 상용 서비스 배포해 본 경험이 있는 분 ', 'AWS 사용 경험 (AMI, EC2, S3, DynamoDB 등)이 있는 분 ', '비즈니스 요구 사항에 따른 RDBMS, NoSQL, Cache 설계 경험이 있는 분 ', '상용에서 RESTful API 혹은 GraphQL을 설계한 경험이 있는 분 ', '팀 단위에서 Git 사용 경험이 있는 분 ', '유연하고 효과적인 커뮤니케이션 능력이 있는 분']","['모바일 B2C 서비스 개발 경력이 있는 분', 'Typescript 사용 경험이 있는 분', '코드 리뷰 경험이 있는 분 ', '테스트 케이스 작성 경험이 있는 분 ', 'Microservice Architecture(MSA) 경험이 있는 분 ', '주도적인 스터디 참여자 ', 'DevOps, CI/CD 경험이 있는 분', '컴퓨터/시스템공학 관련 전공자']",https://career.programmers.co.kr/job_positions/15874,https://cashwalk.com/,시스템ㆍ응용 소프트웨어 개발 및 공급업,127,7년 (2017년 설립),주식회사,"463억 3,344만",-,"3,963만"
63,푸시,"서울 강남구 테헤란로 418, (대치동) 다봉빌딩 11층",5 ~ 10년,"['AWS ElasticBeanstalk', 'Aurora DB', 'AWS S3', 'Node.js', 'ExpressJS', 'Sequelize.js', 'Git']",['💡'],['💡'],https://career.programmers.co.kr/job_positions/3315,http://thepush.ai/,그 외 기타 정보 서비스업,21,6년 (2018년 설립),주식회사,"87억 4,254만",-,-
64,푸시,"서울 강남구 테헤란로 418, (대치동) 다봉빌딩 11층",1 ~ 5년,"['Java', 'ReactJS', 'Node.js', 'AWS CloudFront', 'Git', 'HTML', 'CSS']",['💡'],['💡'],https://career.programmers.co.kr/job_positions/8572,http://thepush.ai/,그 외 기타 정보 서비스업,21,6년 (2018년 설립),주식회사,"87억 4,254만",-,-
65,와이오엘오,"서울 마포구 월드컵로10길 5-6, (서교동) 1,2층",1 ~ 8년,"['AWS EC2', 'MongoDB', 'TypeScript', 'Node.js', 'NestJS', 'Git', 'Java']","['Git으로 협업하는데 어려움이 없으신 분', '불필요한 트래픽을 줄여 서버 부하를 줄여본 경험이 있으신 분', '서비스 관련 전체 로그 처리에 관한 업무를 경험해보신 분', 'NoSQL 사용에 익숙하신분', '서버 보안 관련 업무 경험이 있으신 분', '간편 결제 페이 개발 관련 업무를 경험해보신 분']","['Node.js, MongoDB, AWS등 서버 경험이 있으신 분', '보안관련 이슈를 해결해본 경험이 있으신 분', '코드 아키텍쳐를 통해 팀원과 원할한 문화를 만드신 경험이 있으신 분', 'JS → TS 마이그레이션 경험이 있으신 분']",https://career.programmers.co.kr/job_positions/14256,https://www.yolocorp.kr/,상품 중개업,32,7년 (2017년 설립),주식회사,"10억 2,037만",-,"3,549만"
66,포스페이스랩,"서울 강남구 테헤란로 147, (역삼동) 3층 위멤버스클럽",5 ~ 12년,"['Docker', 'Git', 'MySQL', 'Node.js', 'Redis', 'AWS CloudFront', 'AWS EC2', 'AWS RDS', 'AWS S3', 'AWS ElasticBeanstalk', 'AWS Lambda', 'AWS CodePipeline']",['업무 시 필요한 마음가짐'],"['컨테이너 기반 서비스 개발 및 운영 경험', '데이터베이스(RDBMS 또는 NoSQL,NewSQL)에 대한 이해', '대용량 분산 인프라 설계, 운영 경험(Kafka, CDC등)', '데이터 시각화 도구(Tableau, Kibana, PowerBI, 자체 제작한 시각화) 연동 경험', 'Serverless 기반의 서버 구현 경험']",https://career.programmers.co.kr/job_positions/12988,https://forspacelab.com/,시스템ㆍ응용 소프트웨어 개발 및 공급업,14,5년 (2019년 설립),주식회사,510만,-,"4,960만"
67,아레나캐스트,"서울 성동구 연무장길 76, (성수동2가) 1108호",3 ~ 15년,"['Java', 'MySQL', 'Spring', 'Node.js', 'JavaScript', 'Amazon Web Services(AWS)', 'AWS EC2', 'MariaDB']","['3년 이상 관련 실무경험', 'Git 등 버전관리 시스템 사용 경험', '기술 트렌드와 신규 기술 습득에 열정이 있으신 분', 'SpringBoot 사용 경험', 'Rest API 개발 경험', 'Java 개발 경험', 'SQL(MySQL), NoSQL 사용 경험 및 관련 지식', 'Linux 기반 서버 사용 경험']","['프로그래밍 관련 학과 전공자', 'api 설계와 비즈니스 로직 개발 경험자', '프로그래밍 관련 학과 전공자', 'AWS, Azure 등 클라우드 서비스 사용 경험', 'JPA, QueryDSL 등 ORM 활용 경험', 'Socket을 이용한 개발 경험', 'CI, CD 환경 경험']",https://career.programmers.co.kr/job_positions/4328,https://www.arenacast.io/,시스템ㆍ응용 소프트웨어 개발 및 공급업,20,12년 (2012년 설립),주식회사,"96억 3,821만",-,-
68,플래티어,,3 ~ 6년,"['AWS Alexa', 'NoSQL', 'Spring Boot', 'JavaScript', 'Java', 'jQuery', 'Git', 'Apache Hadoop', 'Apache Spark']","['JAVA 개발 경력 3년 이상', 'Spring, SpringBoot 개발 경험', 'javascript, jquery, json 활용 경험', 'Git을 활용한 형상관리 활용 경험', '웹서비스에 대한 이해가 높으신 분', '동료들과 지식공유 및 토론이 자유로운 분']","['AWS, NoSql, BigQuery 경험', '오픈소스 등 다양항 코드 리딩 경험', '다양한 직군과의 원활한 커뮤니케이션']",https://career.programmers.co.kr/job_positions/12128,http://www.plateer.co.kr/,시스템ㆍ응용 소프트웨어 개발 및 공급업,246,19년 (2005년 설립),주식회사,"418억 9,336만",-,"5,436만"
69,살린,"서울 마포구 월드컵북로 396, (상암동) 누리꿈스퀘어 연구개발타워 804호",3 ~ 17년,"['NestJS', 'TypeORM', 'AWS S3', 'AWS RDS', 'GitLab']","['팀장급', 'ㆍ경력 : 3년이상의 경력 또는 그에 맞는 실력에 준한자', 'ㆍNestJS, TypeORM 으로 서버 개발 및 서버스 배포 경험이 있으신분', 'ㆍ코드리뷰와 기술 세션에 적극적인 분', 'ㆍ성능 최적화에 고민하고 노력하시는 분', 'ㆍ웹 소켓 서버 개발 경험이 있으신 분', 'ㆍ빌드/테스트/배포 자동화 경험이 있으신 분']","['ㆍ화상 채팅 서버 개발 경험이 있으신 분', 'ㆍ코드리뷰와 기술 세션에 적극적인 분', 'ㆍMSA 환경에서의 백엔드 개발 업무 경험이 있으신 분']",https://career.programmers.co.kr/job_positions/14084,https://www.salin.co.kr/,시스템ㆍ응용 소프트웨어 개발 및 공급업,31,9년 (2015년 설립),주식회사,"16억 8,100만",-,"4,028만"
70,컨비니언스,"서울 마포구 잔다리로 39, (서교동) 로뎀빌딩 5층",3 ~ 10년,"['JavaScript', 'ReactJS', 'ES6', 'jQuery', 'AWS EC2', 'AWS S3', 'Next.js', 'TypeScript']","['React/Next.js, Typescript 를 활용한 프론트엔드 개발 경험이 있으신 분', 'React Hook에 대한 이해 및 개발 경험이 있으신 분', 'Git 사용에 불편함이 없으신 분', '바른생각이 추구하는 가치에 깊이 공감하고, 이를 기반으로 섹슈얼 라이프스타일 시장에 혁신을 만들어보고 싶으신 분']","['웹 서비스 운영 경험이 있으신 분', '합리적인 사고를 기반으로 최선의 선택을 하시는, 또는 하려고 노력하시는 분', '새로운 기술에 관심과 호기심이 많으신 분']",https://career.programmers.co.kr/job_positions/4674,https://cvkorea.co.kr/,시스템ㆍ응용 소프트웨어 개발 및 공급업,37,11년 (2013년 설립),주식회사,"105억 2,327만",-,"4,347만"
71,쿤텍,"경기도 성남시 수정구 창업로54, LH 성장기업센터 232호",경력 무관,"['Python', 'R', 'Java', 'AWS S3', 'Azure', 'GCP(Google Cloud Platform)', 'AWS EKS', 'Kubernetes']","['컴퓨터 사이언스, 공학, 수학 또는 관련 분야의 학사 학위 또는 이와 유사한 수준의 경험', '한가지 이상의 programming language (백엔드 위주 개발 경력 필요)', '한가지 이상의 클라우드 사용 경험']","['통계적 기법을 통한 데이터 분석 역량', 'R/Python 프로그래밍 및 기본적인 쿼리 작성 능력', 'AWS, Azure 등 클라우드 환경에 대한 이해', '쿠버네티스 및 도커에 대한 기술 역량', 'Tableau, MS Power BI 등 BI 사용 경험자', 'Snowflake 등 data warehouse, data lake 사용 경험자']",https://career.programmers.co.kr/job_positions/12730,https://coontec.kr/,시스템ㆍ응용 소프트웨어 개발 및 공급업,39,8년 (2016년 설립),주식회사,"69억 1,431만",-,"5,636만"
72,쿤텍,"경기도 성남시 수정구 창업로54, LH 성장기업센터 232호",경력 무관,"['SQL', 'Python', 'Apache Spark', 'Java', 'Microsoft Azure', 'AWS EC2']","['- 컴퓨터 사이언스, 공학, 수학 또는 관련 분야의 학사 학위 또는 이와 유사한 수준의 경험', '- 최소 하나 이상의 SQL 기술(Hive, Pig, Impala, Spark SQL, Presto, Postgre SQL)에 대한 지식', '- 최소 하나 이상의 프로그래밍 언어(Java, JavaScript, Python 등)로 소프트웨어 코드를 개발한 경험 구현 업무 실무 수행 가능', '- 최소 하나 이상의 programming language (백엔드 위주 개발 경력 필요)', '- 최소 하나 이상의 클라우드 사용 경험']","['- Data Warehouse 설계, BI보고서 및 대시 보드 개발을 포함한 업계의 데이터베이스, 분석 기술에 대한 이해', '- ETL 파이프라인을 통해 BI 시각화를 위한 툴(Tableau, MS Power BI 등)에 리포팅해본 경험', '- SQL을 사용한 Raw Data핸들링 역량', '- 다양한 로그 데이터 운영 경험', '- Hadoop, Spark, Kafka 등의 데이터플랫폼 관련 경험', '- AWS, GCP, Azure와 같은 클라우드 서비스 위에서의 개발 경험', '- 웹 프론트엔드/백엔드 개발 경력', '- Spring, Flask, Django, Laravel 등 Web Framework를 이용한 개발 경험']",https://career.programmers.co.kr/job_positions/10895,https://coontec.kr/,시스템ㆍ응용 소프트웨어 개발 및 공급업,39,8년 (2016년 설립),주식회사,"69억 1,431만",-,"5,636만"
73,쿤텍,"경기도 성남시 수정구 창업로54, LH 성장기업센터 232호",경력 무관,"['Python', 'R', 'Azure', 'Machine Learning', 'GCP(Google Cloud Platform)', 'AWS EC2', 'AWS S3', 'AWS Lambda']","['컴퓨터공학, 데이터 , AI, 수학/통계학 등 전산계열 전공자', '개발 경험']",[''],https://career.programmers.co.kr/job_positions/10007,https://coontec.kr/,시스템ㆍ응용 소프트웨어 개발 및 공급업,39,8년 (2016년 설립),주식회사,"69억 1,431만",-,"5,636만"
74,누벤트,"서울 강남구 테헤란로 501, (삼성동) 719호",3 ~ 10년,"['Python', 'MySQL', 'AWS EC2', 'Linux', 'Redis', 'FastAPI']","['- python 기반 서비스 경험', '- 하나 이상의 RDBMS, NoSQL 사용 경험', '- AWS 인프라 사용 및 구축 경험', '- 3년 이상의 관련 기술 개발 경험']","['- 데이터&SaaS 서비스 개발 경험', '- API 연동 개발 경험', '- 정규표현식을 활용한 데이터 처리 경험']",https://career.programmers.co.kr/job_positions/12593,https://www.attracker.shop/,기타 정보 기술 및 컴퓨터 운영 관련 서비스업,10,10년 (2014년 설립),주식회사,"1억 2,310만",-,"4,944만"
